site_code,site_name,latitude,longitude,country,rls_mpa,rls_protection_status_old,designation,protected_seas_id,wdpa_id,ps_name,ps_country,year_of_protection,level_fishing_protection,mpa_marine_area_km,zone_marine_area_km,compliance,data_source,validated,comments
GBR225,Vickys Reef,-14.6869,145.442,Australia,Great Barrier Reef MP,No take multizoned,MPA,AIAUS2331,2628,great barrier reef marine park - scientific research - sr-14-2004,Australia,2014,5,25.32867265,25.362,High,Mix,EC,Changed level of protection to 5 in accordance with regulations in place.
GSV151,Cape Coutts,-35.7587,138.067,Australia,Encounter Marine Park,No take multizoned,MPA,AIAUS587,555548047,encounter marine park - sanctuary zone - sz-10,Australia,2014,5,59.55989759,59.488,High,Mix,EC,Year of protection updated.
GSV152,North Pages,-35.758,138.3029,Australia,Encounter Marine Park,No take multizoned,MPA,AIAUS588,555548047,encounter marine park - sanctuary zone - sz-11,Australia,2014,5,41.95331365,41.943,High,Mix,EC,Year of protection updated.
GSV153,Penneshaw East,-35.7251,138.0001,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS584,555548047,encounter marine park - habitat protection zone - hpz-6,Australia,2014,2,1163.400476,1163.367,High,Mix,EC,Year of protection updated.
GSV154,Rock Slide,-35.7206,137.9614,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS607,555548047,encounter marine park - general managed use zone - gmuz-5,Australia,2014,2,221.6803843,221.759,High,Mix,EC,Year of protection updated.
GSV155,Blowhole Beach,-35.6597,138.16,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS584,555548047,encounter marine park - habitat protection zone - hpz-6,Australia,2014,2,1163.400476,1163.367,High,Mix,EC,Year of protection updated.
GSV156,Loo with a View,-35.6538,138.146,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS584,555548047,encounter marine park - habitat protection zone - hpz-6,Australia,2014,2,1163.400476,1163.367,High,Mix,EC,Year of protection updated.
GSV157,Spaceship East,-35.6468,138.1331,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS584,555548047,encounter marine park - habitat protection zone - hpz-6,Australia,2014,2,1163.400476,1163.367,High,Mix,EC,Year of protection updated.
GSV158,Deep Creek/Boat Harbour,-35.6409,138.2727,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS584,555548047,encounter marine park - habitat protection zone - hpz-6,Australia,2014,2,1163.400476,1163.367,High,Mix,EC,Year of protection updated.
GSV159,Kings Head North,-35.6068,138.5759,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS613,555548047,encounter marine park - habitat protection zone - hpz-7,Australia,2014,2,411.7110645,411.330,High,Mix,EC,Year of protection updated.
GSV160,Kings Head,-35.6055,138.5831,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS613,555548047,encounter marine park - habitat protection zone - hpz-7,Australia,2014,2,411.7110645,411.330,High,Mix,EC,Year of protection updated.
GSV161,La Hacienda,-35.5786,138.1138,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS584,555548047,encounter marine park - habitat protection zone - hpz-6,Australia,2014,2,1163.400476,1163.367,High,Mix,EC,Year of protection updated.
GSV162,"Seal Island, SA",-35.5762,138.6443,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS613,555548047,encounter marine park - habitat protection zone - hpz-7,Australia,2014,2,411.7110645,411.330,High,Mix,EC,Year of protection updated.
GSV163,Sunset Cove South,-35.5047,138.2292,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS583,555548047,encounter marine park - habitat protection zone - hpz-5,Australia,2014,2,193.7818008,193.736,High,Mix,EC,Year of protection updated.
GSV164,Carrickalinga Beach North,-35.4104,138.3246,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS583,555548047,encounter marine park - habitat protection zone - hpz-5,Australia,2014,2,193.7818008,193.736,High,Mix,EC,Year of protection updated.
GSV165,Myponga Point,-35.3799,138.3607,Australia,Encounter Marine Park,No take multizoned,MPA,AIAUS591,555548047,encounter marine park - sanctuary zone - sz-4,Australia,2014,5,8.283085842,8.236,High,Mix,EC,Year of protection updated.
GSV166,Swallowtail Bay,-35.3747,136.8584,Australia,Southern Spencer Gulf MP,No take multizoned,MPA,AIAUS41,555548152,southern spencer gulf marine park - restricted access zone (existing),Australia,2014,5,0.2000965637,0.108,High,PS,EC,
GSV167,South East Cove,-35.3741,136.862,Australia,Southern Spencer Gulf MP,No take multizoned,MPA,AIAUS41,555548152,southern spencer gulf marine park - restricted access zone (existing),Australia,2014,5,0.2000965637,0.108,High,PS,EC,
GSV168,Boulders (East of Bay),-35.3697,136.8676,Australia,Southern Spencer Gulf MP,Restricted take multizoned,MPA,AIAUS1920,555548152,southern spencer gulf marine park - habitat protection zone - hpz-2 -,Australia,2014,2,946.3648804,946.279,High,PS,EC,
GSV169,North East Boobs,-35.3679,136.8492,Australia,Southern Spencer Gulf MP,Restricted take multizoned,MPA,AIAUS1920,555548152,southern spencer gulf marine park - habitat protection zone - hpz-2 -,Australia,2014,2,946.3648804,946.279,High,PS,EC,
GSV17,The Bluff,-35.5889,138.6055,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS613,555548047,encounter marine park - habitat protection zone - hpz-7,Australia,2014,2,411.7110645,411.330,High,Mix,EC,Year of protection updated.
GSV170,North West Bay,-35.3645,136.8568,Australia,Southern Spencer Gulf MP,Restricted take multizoned,MPA,AIAUS1920,555548152,southern spencer gulf marine park - habitat protection zone - hpz-2 -,Australia,2014,2,946.3648804,946.279,High,PS,EC,
GSV171,Sellick South,-35.3578,138.4215,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS583,555548047,encounter marine park - habitat protection zone - hpz-5,Australia,2014,2,193.7818008,193.736,High,Mix,EC,Year of protection updated.
GSV172,Seal Island SZ_West,-35.3382,136.9177,Australia,Southern Spencer Gulf MP,No take multizoned,MPA,AIAUS41,555548152,southern spencer gulf marine park - restricted access zone (existing),Australia,2014,5,0.2000965637,0.031,High,PS,EC,
GSV173,Seal Island SZ_East,-35.3376,136.921,Australia,Southern Spencer Gulf MP,No take multizoned,MPA,AIAUS41,555548152,southern spencer gulf marine park - restricted access zone (existing),Australia,2014,5,0.2000965637,0.031,High,PS,EC,
GSV174,Haystack Island SW,-35.3236,136.9069,Australia,Southern Spencer Gulf MP,No take multizoned,MPA,AIAUS41,555548152,southern spencer gulf marine park - restricted access zone (existing),Australia,2014,5,0.2000965637,0.016,High,PS,EC,
GSV175,Haystack Island SE,-35.3234,136.9083,Australia,Southern Spencer Gulf MP,No take multizoned,MPA,AIAUS41,555548152,southern spencer gulf marine park - restricted access zone (existing),Australia,2014,5,0.2000965637,0.016,High,PS,EC,
GSV176,Haystack Island NE,-35.3209,136.9072,Australia,Southern Spencer Gulf MP,No take multizoned,MPA,AIAUS41,555548152,southern spencer gulf marine park - restricted access zone (existing),Australia,2014,5,0.2000965637,0.016,High,PS,EC,
GSV177,Cape Spencer,-35.3003,136.8843,Australia,Southern Spencer Gulf MP,Restricted take multizoned,MPA,AIAUS1920,555548152,southern spencer gulf marine park - habitat protection zone - hpz-2 -,Australia,2014,2,946.3648804,946.279,High,PS,EC,
GSV178,Cable Bay,-35.2937,136.8982,Australia,Southern Spencer Gulf MP,Restricted take multizoned,MPA,AIAUS1920,555548152,southern spencer gulf marine park - habitat protection zone - hpz-2 -,Australia,2014,2,946.3648804,946.279,High,PS,EC,
GSV179,Chinamans Hat Island SZ,-35.2887,136.9194,Australia,Southern Spencer Gulf MP,No take multizoned,MPA,AIAUS1915,555548152,southern spencer gulf marine park - sanctuary zone - sz-1,Australia,2014,5,NA,81.354,High,PS,EC,
GSV18,Morgans,-35.5885,138.1084,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS584,555548047,encounter marine park - habitat protection zone - hpz-6,Australia,2014,2,1163.400476,1163.367,High,Mix,EC,Year of protection updated.
GSV180,Stenhouse Cliffs SZ,-35.2842,136.9331,Australia,Southern Spencer Gulf MP,No take multizoned,MPA,AIAUS1915,555548152,southern spencer gulf marine park - sanctuary zone - sz-1,Australia,2014,5,NA,81.354,High,PS,EC,
GSV181,Stenhouse,-35.2805,136.944,Australia,Southern Spencer Gulf MP,Restricted take multizoned,MPA,AIAUS1920,555548152,southern spencer gulf marine park - habitat protection zone - hpz-2 -,Australia,2014,2,946.3648804,946.279,High,PS,EC,
GSV182,Aldinga SZ3,-35.2804,138.4315,Australia,Encounter Marine Park,No take multizoned,MPA,AIAUS590,555548047,encounter marine park - sanctuary zone - sz-3,Australia,2014,5,22.27848866,22.294,High,Mix,EC,Year of protection updated.
GSV183,Aldinga SZ1,-35.2663,138.4365,Australia,Encounter Marine Park,No take multizoned,MPA,AIAUS590,555548047,encounter marine park - sanctuary zone - sz-3,Australia,2014,5,22.27848866,22.294,High,Mix,EC,Year of protection updated.
GSV184,Marion Bay,-35.2527,136.9796,Australia,Southern Spencer Gulf MP,Restricted take multizoned,MPA,AIAUS1920,555548152,southern spencer gulf marine park - habitat protection zone - hpz-2 -,Australia,2014,2,946.3648804,946.279,High,PS,EC,
GSV185,Gull Rock,-35.2462,138.4596,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS611,555548047,encounter marine park - habitat protection zone - hpz-1,Australia,2014,2,93.39549689,93.398,High,Mix,EC,Year of protection updated.
GSV186,West Cape,-35.2435,136.8254,Australia,Southern Spencer Gulf MP,Restricted take multizoned,MPA,AIAUS1920,555548152,southern spencer gulf marine park - habitat protection zone - hpz-2 -,Australia,2014,2,946.3648804,946.279,High,PS,EC,
GSV187,Point Yorke,-35.2309,137.1881,Australia,Southern Spencer Gulf MP,Restricted take multizoned,MPA,AIAUS1920,555548152,southern spencer gulf marine park - habitat protection zone - hpz-2 -,Australia,2014,2,946.3648804,946.279,High,PS,EC,
GSV188,Middle Island,-35.2177,136.8322,Australia,Southern Spencer Gulf MP,Restricted take multizoned,MPA,AIAUS1920,555548152,southern spencer gulf marine park - habitat protection zone - hpz-2 -,Australia,2014,2,946.3648804,946.279,High,PS,EC,
GSV189,Troubridge Point,-35.1696,137.6741,Australia,Lower Yorke Peninsula MP,Restricted take multizoned,MPA,AIAUS1159,555548087,lower yorke peninsula marine park - habitat protection zone - hpz-1,Australia,2014,2,NA,653.300,High,PS,EC,
GSV19,Hog Point,-35.7197,137.9645,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS607,555548047,encounter marine park - general managed use zone - gmuz-5,Australia,2014,2,221.6803843,221.759,High,Mix,EC,Year of protection updated.
GSV190,Troubridge Lighthouse,-35.1691,137.6382,Australia,Lower Yorke Peninsula MP,Restricted take multizoned,MPA,AIAUS1156,,troubridge hill aquatic reserve,Australia,1984,4,NA,4.623,High,PS,EC,
GSV191,Edithburgh,-35.0832,137.7488,Australia,Lower Yorke Peninsula MP,Restricted take multizoned,MPA,AIAUS1159,555548087,lower yorke peninsula marine park - habitat protection zone - hpz-1,Australia,2014,2,NA,653.300,High,PS,EC,
GSV192,Port Giles,-35.0204,137.7624,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GSV193,McDonalds,-35.0173,137.7618,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GSV194,Port Julia,-34.6629,137.8855,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GSV2,Haycock Point,-35.4151,138.3213,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS583,555548047,encounter marine park - habitat protection zone - hpz-5,Australia,2014,2,193.7818008,193.736,High,Mix,EC,Year of protection updated.
GSV20,Snapper North,-35.7498,138.0554,Australia,Encounter Marine Park,No take multizoned,MPA,AIAUS587,555548047,encounter marine park - sanctuary zone - sz-10,Australia,2014,5,59.55989759,59.488,High,Mix,EC,Year of protection updated.
GSV21,Cable Hut,-35.7327,138.0191,Australia,Encounter Marine Park,No take multizoned,MPA,AIAUS587,555548047,encounter marine park - sanctuary zone - sz-10,Australia,2014,5,59.55989759,59.488,High,Mix,EC,Year of protection updated.
GSV24,Ripple Rock,-35.3841,138.3559,Australia,Encounter Marine Park,No take multizoned,MPA,AIAUS591,555548047,encounter marine park - sanctuary zone - sz-4,Australia,2014,5,8.283085842,8.236,High,Mix,EC,Year of protection updated.
GSV25,Shag Rock Carrickalinga,-35.3993,138.3346,Australia,Encounter Marine Park,No take multizoned,MPA,AIAUS591,555548047,encounter marine park - sanctuary zone - sz-4,Australia,2014,5,8.283085842,8.236,High,Mix,EC,Year of protection updated.
GSV26,2nd Valley Boat Shed,-35.5095,138.2145,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS583,555548047,encounter marine park - habitat protection zone - hpz-5,Australia,2014,2,193.7818008,193.736,High,Mix,EC,Year of protection updated.
GSV28,Rapid Head Windmills,-35.5309,138.1529,Australia,Encounter Marine Park,No take multizoned,MPA,AIAUS592,555548047,encounter marine park - sanctuary zone - sz-5,Australia,2014,5,49.76689612,49.821,High,Mix,EC,Year of protection updated.
GSV3,Carrickalinga Head,-35.398,138.3359,Australia,Encounter Marine Park,No take multizoned,MPA,AIAUS591,555548047,encounter marine park - sanctuary zone - sz-4,Australia,2014,5,8.283085842,8.236,High,Mix,EC,Year of protection updated.
GSV30,Porpoise Head,-35.6619,138.2145,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS584,555548047,encounter marine park - habitat protection zone - hpz-6,Australia,2014,2,1163.400476,1163.367,High,Mix,EC,Year of protection updated.
GSV34,Nev's Windmills,-35.5526,138.1298,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS584,555548047,encounter marine park - habitat protection zone - hpz-6,Australia,2014,2,1163.400476,1163.367,High,Mix,EC,Year of protection updated.
GSV39,Fishery Beach,-35.6341,138.1118,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS584,555548047,encounter marine park - habitat protection zone - hpz-6,Australia,2014,2,1163.400476,1163.367,High,Mix,EC,Year of protection updated.
GSV4,Rapid Head,-35.5205,138.1644,Australia,Encounter Marine Park,No take multizoned,MPA,AIAUS592,555548047,encounter marine park - sanctuary zone - sz-5,Australia,2014,5,49.76689612,49.821,High,Mix,EC,Year of protection updated.
GSV40,Whalebone Reef,-35.5714,138.6117,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS613,555548047,encounter marine park - habitat protection zone - hpz-7,Australia,2014,2,411.7110645,411.330,High,Mix,EC,Year of protection updated.
GSV41,Rapid Head East,-35.5195,138.1772,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS606,555548047,encounter marine park - general managed use zone - gmuz-4,Australia,2014,2,2.416812552,2.437,High,Mix,EC,Year of protection updated.
GSV42,Rapid Head SZ Site2,-35.5226,138.1631,Australia,Encounter Marine Park,No take multizoned,MPA,AIAUS592,555548047,encounter marine park - sanctuary zone - sz-5,Australia,2014,5,49.76689612,49.821,High,Mix,EC,Year of protection updated.
GSV43,Rapid Head SZ,-35.5186,138.171,Australia,Encounter Marine Park,No take multizoned,MPA,AIAUS592,555548047,encounter marine park - sanctuary zone - sz-5,Australia,2014,5,49.76689612,49.821,High,Mix,EC,Year of protection updated.
GSV45,Carrickalinga North Site,-35.3777,138.3629,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS583,555548047,encounter marine park - habitat protection zone - hpz-5,Australia,2014,2,193.7818008,193.736,High,Mix,EC,Year of protection updated.
GSV46,Carrickalinga North Site 2,-35.3731,138.3736,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS583,555548047,encounter marine park - habitat protection zone - hpz-5,Australia,2014,2,193.7818008,193.736,High,Mix,EC,Year of protection updated.
GSV47,Carrickalinga Nth,-35.3712,138.3788,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS583,555548047,encounter marine park - habitat protection zone - hpz-5,Australia,2014,2,193.7818008,193.736,High,Mix,EC,Year of protection updated.
GSV5,Rapid Head South,-35.5315,138.1519,Australia,Encounter Marine Park,No take multizoned,MPA,AIAUS592,555548047,encounter marine park - sanctuary zone - sz-5,Australia,2014,5,49.76689612,49.821,High,Mix,EC,Year of protection updated.
GSV53,Moana inside,-35.2091,138.4643,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS611,555548047,encounter marine park - habitat protection zone - hpz-1,Australia,2014,2,93.39549689,93.398,High,Mix,EC,Year of protection updated.
GSV55,Pancake Rock,-35.7408,138.0399,Australia,Encounter Marine Park,No take multizoned,MPA,AIAUS587,555548047,encounter marine park - sanctuary zone - sz-10,Australia,2014,5,59.55989759,59.488,High,Mix,EC,Year of protection updated.
GSV56,The Bird,-35.7568,138.0653,Australia,Encounter Marine Park,No take multizoned,MPA,AIAUS587,555548047,encounter marine park - sanctuary zone - sz-10,Australia,2014,5,59.55989759,59.488,High,Mix,EC,Year of protection updated.
GSV57,Grassy Knoll,-35.7239,137.9882,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS584,555548047,encounter marine park - habitat protection zone - hpz-6,Australia,2014,2,1163.400476,1163.367,High,Mix,EC,Year of protection updated.
GSV58,Penneshaw Pub,-35.7163,137.939,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS607,555548047,encounter marine park - general managed use zone - gmuz-5,Australia,2014,2,221.6803843,221.759,High,Mix,EC,Year of protection updated.
GSV59,Puzzle Rock,-35.7215,137.9805,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS584,555548047,encounter marine park - habitat protection zone - hpz-6,Australia,2014,2,1163.400476,1163.367,High,Mix,EC,Year of protection updated.
GSV60,Dashwood Bay West,-35.5863,137.3784,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GSV61,Western River West,-35.6755,136.9391,Australia,Southern Spencer Gulf MP,Restricted take multizoned,MPA,AIAUS1921,555548152,southern spencer gulf marine park - habitat protection zone - hpz-3 -,Australia,2014,2,398.8775284,398.708,High,PS,EC,
GSV62,Snug_Cove_East,-35.6931,136.8592,Australia,Southern Spencer Gulf MP,Restricted take multizoned,MPA,AIAUS1921,555548152,southern spencer gulf marine park - habitat protection zone - hpz-3 -,Australia,2014,2,398.8775284,398.708,High,PS,EC,
